,Driver,Start,Mid Race,Finish,High Pos.,Low Pos.,Avg. Pos.,Pass Diff.,Green Flag Passes,Green Flag Times Passed,Quality Passes,Pct. Quality Passes,Fastest Lap,Top 15 Laps,Pct. Top 15 Laps,Laps Led,Pct. Laps Led,Total Laps,DRIVER RATING,race_ID
10,Joey Logano,3,12,11,3,25,13,1,85,84,61,71.8,2,333,66.6,0,0.0,500,83.4,173
11,Tyler Reddick,13,9,12,5,27,16,10,71,61,33,46.5,3,250,50.0,0,0.0,500,79.1,173
12,Chase Briscoe,20,20,13,4,24,16,-9,65,74,21,32.3,2,155,31.0,0,0.0,500,75.9,173
13,Ross Chastain,17,22,14,11,23,19,-2,81,83,13,16.0,2,37,7.4,0,0.0,500,69.3,173
14,Austin Dillon,18,17,15,8,22,16,1,58,57,26,44.8,1,252,50.4,0,0.0,500,76.4,173
15,Bubba Wallace,28,11,16,4,28,18,1,66,65,35,53.0,3,246,49.2,0,0.0,500,65.8,173
16,Ryan Preece,27,18,17,5,30,21,-2,86,88,10,11.6,2,44,8.8,0,0.0,500,61.3,173
17,Aric Almirola,12,23,18,3,27,14,-11,66,77,26,39.4,1,332,66.4,0,0.0,500,77.7,173
18,Kurt Busch,15,21,19,14,26,21,-8,49,57,0,0.0,0,0,0.0,0,0.0,500,60.7,173
19,"Ricky Stenhouse, Jr.",23,14,20,7,26,18,14,80,66,32,40.0,1,165,33.1,0,0.0,499,66.4,173
20,Kyle Busch,9,10,21,3,26,9,-9,57,66,49,86.0,13,448,89.8,0,0.0,499,87.2,173
21,Daniel Suarez,21,27,22,21,30,26,9,46,37,0,0.0,0,0,0.0,0,0.0,498,52.0,173
22,Chris Buescher,25,24,23,9,30,25,-6,61,67,0,0.0,1,1,0.2,0,0.0,498,49.2,173
23,Michael McDowell,16,25,24,14,26,22,-8,49,57,3,6.1,2,35,7.0,0,0.0,498,56.4,173
24,Chase Elliott,4,5,25,1,26,7,1,59,58,45,76.3,34,418,84.1,129,26.0,497,99.7,173
25,Corey LaJoie,31,28,26,26,32,28,2,16,14,0,0.0,0,0,0.0,0,0.0,497,44.7,173
26,J.J. Yeley,35,26,27,10,36,28,3,21,18,0,0.0,0,1,0.2,0,0.0,495,44.7,173
27,Cole Custer,26,30,28,23,35,28,0,13,13,0,0.0,0,0,0.0,0,0.0,494,50.7,173
28,Christopher Bell,6,8,29,1,29,9,-20,58,78,57,98.3,10,461,93.5,0,0.0,493,80.4,173
29,Garrett Smithley,36,31,30,30,36,32,-3,9,12,0,0.0,0,0,0.0,0,0.0,487,36.5,173
30,Josh Bilicki,33,32,31,30,36,33,-4,9,13,0,0.0,0,0,0.0,0,0.0,482,31.8,173
31,David Starr,38,33,32,32,38,34,-1,1,2,0,0.0,0,0,0.0,0,0.0,482,29.8,173
32,James Davison,37,34,33,33,38,36,2,3,1,0,0.0,0,0,0.0,0,0.0,474,27.5,173
33,Quin Houff,34,29,34,29,36,32,-1,4,5,0,0.0,0,0,0.0,0,0.0,375,36.0,173
34,Anthony Alfredo,30,35,35,27,37,34,-3,11,14,0,0.0,0,0,0.0,0,0.0,313,33.0,173
35,Justin Haley,29,36,36,29,35,34,0,15,15,0,0.0,0,0,0.0,0,0.0,216,29.5,173
36,B.J. McLeod,32,37,37,29,32,34,-2,19,21,0,0.0,0,0,0.0,0,0.0,215,31.7,173
37,Ryan Newman,24,38,38,21,38,33,-8,7,15,0,0.0,0,0,0.0,0,0.0,177,39.3,173
0,Denny Hamlin,6,2,1,1,19,2,9,46,37,43,93.5,32,265,99.3,137,51.3,267,140.4,174
1,Chase Elliott,11,25,2,1,25,7,-4,76,80,54,71.1,29,240,89.9,1,0.4,267,119.1,174
2,Kyle Busch,10,3,3,1,19,4,15,77,62,66,85.7,31,261,97.8,2,0.7,267,118.5,174
3,"Martin Truex, Jr.",4,8,4,1,25,9,20,83,63,53,63.9,3,240,89.9,1,0.4,267,99.1,174
4,Ryan Blaney,2,4,5,1,22,7,-4,69,73,47,68.1,12,246,92.1,8,3.0,267,109.3,174
5,Tyler Reddick,13,5,6,1,14,6,6,56,50,51,91.1,20,267,100.0,5,1.9,267,104.7,174
6,Brad Keselowski,8,12,7,1,21,10,3,78,75,59,75.6,6,254,95.1,4,1.5,267,92.5,174
7,Kurt Busch,20,9,8,2,32,12,18,86,68,51,59.3,1,190,71.2,0,0.0,267,85.4,174
8,Kevin Harvick,5,11,9,3,20,9,-2,76,78,66,86.8,3,261,97.8,0,0.0,267,95.1,174
9,Kyle Larson,1,1,10,1,21,7,-8,79,87,63,79.7,43,231,86.5,95,35.6,267,113.4,174
10,Joey Logano,9,10,11,3,32,12,15,82,67,56,68.3,1,217,81.3,0,0.0,267,83.2,174
11,Matt DiBenedetto,14,7,12,3,24,11,-4,81,85,48,59.3,3,203,76.0,0,0.0,267,88.4,174
12,Austin Dillon,15,14,13,1,23,13,5,74,69,51,68.9,5,198,74.4,7,2.6,266,78.9,174
13,Chase Briscoe,19,18,14,5,25,16,2,73,71,33,45.2,1,137,51.5,0,0.0,266,74.7,174
14,Daniel Suarez,26,19,15,8,33,20,4,86,82,26,30.2,1,88,33.1,0,0.0,266,62.6,174
15,Bubba Wallace,21,15,16,8,25,17,-9,77,86,24,31.2,0,75,28.2,0,0.0,266,68.5,174
16,"Ricky Stenhouse, Jr.",22,23,17,4,31,21,5,77,72,10,13.0,1,16,6.0,0,0.0,266,60.1,174
17,William Byron,3,24,18,1,31,11,15,126,111,66,52.4,21,175,65.8,7,2.6,266,99.0,174
18,Aric Almirola,17,16,19,8,34,20,8,74,66,7,9.5,0,39,14.7,0,0.0,266,60.5,174
19,Ryan Newman,29,17,20,12,29,20,1,55,54,9,16.4,0,15,5.6,0,0.0,266,61.7,174
20,Michael McDowell,23,22,21,7,29,21,-8,61,69,6,9.8,3,14,5.3,0,0.0,266,54.4,174
21,Alex Bowman,7,6,22,3,29,14,-22,91,113,52,57.1,6,170,64.2,0,0.0,265,77.9,174
22,Ross Chastain,18,21,23,11,29,21,4,78,74,16,20.5,3,13,4.9,0,0.0,265,63.4,174
23,Christopher Bell,12,26,24,5,33,23,8,81,73,23,28.4,3,40,15.1,0,0.0,265,63.1,174
24,Chris Buescher,25,13,25,12,32,23,-14,95,109,19,20.0,6,47,17.7,0,0.0,265,55.6,174
25,Erik Jones,16,20,26,5,30,20,-17,79,96,35,44.3,3,99,37.4,0,0.0,265,66.7,174
26,Anthony Alfredo,32,30,27,22,32,28,1,57,56,0,0.0,1,0,0.0,0,0.0,265,46.7,174
27,Ryan Preece,24,28,28,18,31,26,-9,55,64,0,0.0,0,0,0.0,0,0.0,265,46.8,174
28,Cole Custer,28,27,29,16,30,27,-12,51,63,0,0.0,2,0,0.0,0,0.0,265,42.1,174
29,Corey LaJoie,27,29,30,25,32,29,-5,41,46,0,0.0,1,0,0.0,0,0.0,264,43.2,174
30,Cody Ware,35,31,31,6,36,31,-2,10,12,0,0.0,0,2,0.8,0,0.0,260,37.5,174
31,Justin Haley,33,32,32,9,33,32,-1,10,11,0,0.0,0,1,0.4,0,0.0,260,38.5,174
32,B.J. McLeod,34,33,33,4,34,33,-2,6,8,0,0.0,0,1,0.4,0,0.0,257,34.2,174
33,Quin Houff,36,36,34,34,36,35,-2,4,6,0,0.0,0,0,0.0,0,0.0,255,29.8,174
34,Garrett Smithley,30,35,35,29,35,35,-7,6,13,0,0.0,0,0,0.0,0,0.0,254,31.0,174
35,Josh Bilicki,31,34,36,31,36,35,-7,5,12,0,0.0,0,0,0.0,0,0.0,252,28.7,174
36,Joey Gase,37,37,37,37,38,37,0,1,1,0,0.0,0,0,0.0,0,0.0,84,24.3,174
37,J.J. Yeley,38,38,38,37,38,38,-1,2,3,0,0.0,0,0,0.0,0,0.0,76,24.2,174
0,Bubba Wallace,19,13,1,1,28,15,14,325,311,126,38.8,2,56,47.9,5,4.3,117,104.7,175
1,Brad Keselowski,7,3,2,1,20,6,7,229,222,216,94.3,1,115,98.3,13,11.1,117,112.5,175
2,Joey Logano,8,2,3,1,22,6,11,221,210,192,86.9,1,112,95.7,9,7.7,117,108.9,175
3,Kurt Busch,14,10,4,1,36,14,-1,283,284,165,58.3,8,73,62.4,9,7.7,117,104.6,175
4,Christopher Bell,12,15,5,1,27,11,-18,281,299,138,49.1,2,75,64.1,12,10.3,117,104.0,175
5,Chris Buescher,24,1,6,1,30,10,17,297,280,186,62.6,1,93,79.5,7,6.0,117,103.9,175
6,Denny Hamlin,1,23,7,1,38,13,-14,227,241,158,69.6,4,71,60.7,6,5.1,117,90.9,175
7,Kevin Harvick,9,4,8,1,31,6,24,212,188,172,81.1,0,109,93.2,16,13.7,117,116.1,175
8,Erik Jones,26,20,9,1,34,15,12,329,317,166,50.5,1,63,53.8,0,0.0,117,90.4,175
9,Anthony Alfredo,30,30,10,1,37,19,44,335,291,100,29.9,2,40,34.2,1,0.9,117,73.9,175
10,Austin Dillon,16,28,11,1,37,18,-8,312,320,175,56.1,0,53,45.3,0,0.0,117,75.3,175
11,"Martin Truex, Jr.",6,17,12,1,32,14,-17,319,336,160,50.2,2,63,53.8,2,1.7,117,84.5,175
12,Cole Custer,28,19,13,1,34,15,22,312,290,147,47.1,2,62,53.0,7,6.0,117,94.0,175
13,Chase Briscoe,17,39,14,1,39,27,22,276,254,59,21.4,2,14,12.0,0,0.0,117,58.1,175
14,Ryan Blaney,4,5,15,1,24,10,-22,227,249,148,65.2,0,93,79.5,0,0.0,117,94.8,175
15,"Ricky Stenhouse, Jr.",21,11,16,1,36,17,41,368,327,140,38.0,5,51,43.6,10,8.5,117,74.9,175
16,Michael McDowell,22,35,17,4,40,25,30,259,229,65,25.1,5,21,17.9,0,0.0,117,57.4,175
17,Chase Elliott,3,7,18,1,27,11,8,309,301,203,65.7,0,89,76.1,0,0.0,117,89.2,175
18,Quin Houff,35,18,19,3,38,25,35,206,171,1,0.5,2,2,1.7,0,0.0,117,69.4,175
19,Justin Haley,38,21,20,1,38,20,-39,221,260,66,29.9,4,31,26.5,4,3.4,117,64.3,175
20,Ryan Newman,25,31,21,6,40,29,-11,82,93,0,0.0,1,6,5.1,0,0.0,117,46.5,175
21,Corey LaJoie,29,14,22,1,37,23,-13,253,266,48,19.0,5,28,23.9,0,0.0,117,58.6,175
22,Daniel Suarez,18,26,23,3,37,30,-23,79,102,5,6.3,2,5,4.3,0,0.0,117,45.3,175
23,Landon Cassill,40,24,24,3,40,27,-20,122,142,1,0.8,0,0,0.0,0,0.0,117,48.8,175
24,Joey Gase,36,29,25,8,40,29,-22,58,80,0,0.0,1,8,6.8,0,0.0,117,39.1,175
25,Aric Almirola,20,22,26,2,36,24,-33,141,174,42,29.8,4,16,13.7,0,0.0,117,52.2,175
26,Kyle Busch,2,16,27,1,34,17,-46,250,296,138,55.2,1,63,53.8,4,3.4,117,65.7,175
27,Cody Ware,31,27,28,1,38,27,-10,124,134,10,8.1,1,15,12.8,4,3.4,117,44.4,175
28,Garrett Smithley,37,38,29,2,40,35,-14,27,41,0,0.0,0,2,1.7,0,0.0,117,31.3,175
29,B.J. McLeod,32,32,30,7,36,30,-28,61,89,0,0.0,2,7,6.0,0,0.0,117,37.1,175
30,Josh Bilicki,34,36,31,1,40,34,-21,47,68,0,0.0,0,1,0.9,0,0.0,117,32.0,175
31,Ryan Preece,27,33,32,3,36,23,42,313,271,66,21.1,5,19,16.4,0,0.0,116,58.6,175
32,Ross Chastain,23,9,33,1,36,21,23,281,258,95,33.8,5,41,35.3,0,0.0,116,63.4,175
33,James Davison,39,37,34,34,40,38,-2,13,15,0,0.0,2,0,0.0,0,0.0,116,29.6,175
34,Matt DiBenedetto,15,25,35,1,36,26,-20,152,172,62,40.8,1,20,17.4,2,1.7,115,46.8,175
35,William Byron,10,12,36,1,31,16,-11,343,354,158,46.1,3,70,60.9,0,0.0,115,64.3,175
36,Kyle Larson,5,34,37,1,39,27,-3,188,191,82,43.6,3,28,24.8,3,2.7,113,60.8,175
37,Alex Bowman,11,8,38,1,28,17,11,289,278,171,59.2,1,61,62.9,1,1.0,97,74.3,175
38,Tyler Reddick,13,6,39,1,35,19,6,254,248,129,50.8,2,59,60.8,2,2.1,97,58.1,175
39,Justin Allgaier,33,40,40,5,40,30,12,227,215,70,30.8,1,20,36.4,0,0.0,55,44.5,175
0,Kyle Larson,10,31,1,1,37,11,77,116,39,39,33.6,16,77,70.6,8,7.3,109,117.6,176
1,Tyler Reddick,29,6,2,2,38,10,1,89,88,40,44.9,13,84,77.1,0,0.0,109,120.2,176
2,Chris Buescher,16,8,3,1,34,11,-2,72,74,34,47.2,2,77,70.6,1,0.9,109,104.9,176
3,Kyle Busch,9,21,4,1,26,10,15,78,63,29,37.2,8,78,71.6,22,20.2,109,108.8,176
4,Denny Hamlin,1,3,5,1,29,6,-8,51,59,28,54.9,12,103,94.5,25,22.9,109,121.1,176
5,Matt DiBenedetto,30,10,6,2,38,17,-14,102,116,17,16.7,0,51,46.8,0,0.0,109,84.7,176
6,Joey Logano,3,19,7,1,35,12,44,77,33,26,33.8,2,74,67.9,4,3.7,109,93.5,176
7,Christopher Bell,4,12,8,4,30,16,-45,101,146,32,31.7,0,48,44.0,0,0.0,109,82.7,176
8,Ryan Blaney,6,24,9,1,26,9,41,82,41,42,51.2,1,93,85.3,10,9.2,109,103.1,176
9,Alex Bowman,12,34,10,3,37,16,64,107,43,31,29.0,1,60,55.0,0,0.0,109,78.9,176
10,William Byron,11,1,11,1,23,5,-13,67,80,38,56.7,9,106,97.2,30,27.5,109,124.2,176
11,Chase Elliott,8,18,12,1,37,17,47,95,48,31,32.6,9,55,50.5,2,1.8,109,82.3,176
12,Daniel Suarez,25,4,13,3,39,13,-13,69,82,22,31.9,0,80,73.4,0,0.0,109,82.7,176
13,Bubba Wallace,15,23,14,7,38,23,-22,96,118,10,10.4,0,15,13.8,0,0.0,109,57.8,176
14,Austin Dillon,14,2,15,2,32,9,-15,60,75,30,50.0,1,100,91.7,0,0.0,109,102.4,176
15,Michael McDowell,19,32,16,3,37,19,-13,87,100,8,9.2,1,32,29.4,0,0.0,109,66.9,176
16,Erik Jones,17,27,17,6,37,18,14,108,94,16,14.8,0,44,40.4,0,0.0,109,72.2,176
17,Cole Custer,23,17,18,7,38,21,-45,85,130,9,10.6,2,24,22.0,0,0.0,109,59.8,176
18,Ryan Preece,31,15,19,5,38,24,-13,99,112,10,10.1,0,11,10.1,0,0.0,109,54.0,176
19,Brad Keselowski,2,25,20,2,39,19,-10,90,100,9,10.0,0,26,23.9,0,0.0,109,67.5,176
20,"Ricky Stenhouse, Jr.",18,30,21,8,36,22,31,114,83,16,14.0,0,20,18.3,0,0.0,109,54.8,176
21,Chase Briscoe,22,13,22,10,38,22,-17,110,127,12,10.9,0,18,16.5,0,0.0,109,59.8,176
22,Ross Chastain,27,11,23,9,37,20,-36,91,127,11,12.1,0,40,36.7,0,0.0,109,59.5,176
23,Aric Almirola,21,14,24,9,39,22,-36,90,126,7,7.8,0,26,23.9,0,0.0,109,51.3,176
24,Kurt Busch,13,7,25,1,26,12,-24,70,94,30,42.9,0,75,68.8,2,1.8,109,77.7,176
25,Anthony Alfredo,20,20,26,3,39,27,-28,90,118,5,5.6,0,5,4.6,0,0.0,109,45.5,176
26,Joey Hand,36,28,27,12,39,29,-23,98,121,1,1.0,0,1,0.9,0,0.0,109,42.3,176
27,Josh Bilicki,37,29,28,12,38,29,15,106,91,3,2.8,0,2,1.8,0,0.0,109,42.0,176
28,"Martin Truex, Jr.",5,22,29,3,34,18,14,102,88,17,16.7,0,39,35.8,0,0.0,109,61.7,176
29,Quin Houff,28,36,30,21,37,33,-10,55,65,0,0.0,0,0,0.0,0,0.0,109,33.2,176
30,Scott Heckert,35,26,31,17,37,32,-2,72,74,0,0.0,0,0,0.0,0,0.0,109,33.0,176
31,Timmy Hill,39,37,32,25,39,35,12,36,24,0,0.0,0,0,0.0,0,0.0,108,27.3,176
32,Kevin Harvick,7,16,33,2,28,12,7,73,66,38,52.1,1,85,86.7,0,0.0,98,83.3,176
33,Garrett Smithley,34,38,34,20,39,36,4,24,20,0,0.0,0,0,0.0,0,0.0,96,28.0,176
34,Corey LaJoie,26,9,35,1,34,20,2,99,97,13,13.1,0,42,45.2,0,0.0,93,56.2,176
35,Cody Ware,32,33,36,15,37,32,2,79,77,1,1.3,0,0,0.0,0,0.0,90,32.0,176
36,Justin Haley,38,35,37,10,39,32,-1,68,69,1,1.5,0,3,4.5,0,0.0,66,33.7,176
37,A.J. Allmendinger,33,5,38,1,36,24,-5,57,62,20,35.1,3,40,70.2,5,8.8,57,70.4,176
38,Ryan Newman,24,39,39,14,37,37,2,32,30,1,3.1,0,1,5.3,0,0.0,19,30.8,176
0,Kyle Larson,1,1,1,1,16,2,5,34,29,32,94.1,104,334,100.0,256,76.6,334,150.0,177
1,William Byron,12,2,2,1,14,2,4,51,47,43,84.3,57,334,100.0,55,16.5,334,125.1,177
2,Christopher Bell,11,11,3,2,20,12,-1,70,71,55,78.6,3,314,94.0,0,0.0,334,92.2,177
3,Brad Keselowski,7,8,4,2,28,8,12,76,64,62,81.6,11,279,83.5,0,0.0,334,101.0,177
4,Kevin Harvick,24,9,5,2,31,9,-1,93,94,82,88.2,14,294,88.0,0,0.0,334,101.1,177
5,Ryan Blaney,4,4,6,2,15,5,13,76,63,75,98.7,22,334,100.0,0,0.0,334,112.7,177
6,Chase Elliott,6,14,7,2,24,10,9,97,88,70,72.2,5,302,90.4,0,0.0,334,95.0,177
7,Kyle Busch,3,3,8,1,33,8,9,83,74,71,85.5,11,309,92.5,20,6.0,334,103.0,177
8,Tyler Reddick,9,13,9,2,17,6,-8,65,73,60,92.3,20,332,99.4,0,0.0,334,109.5,177
9,Daniel Suarez,19,12,10,7,26,15,0,89,89,54,60.7,0,199,59.6,0,0.0,334,76.5,177
10,Denny Hamlin,2,5,11,1,16,8,0,73,73,69,94.5,1,331,99.1,2,0.6,334,101.9,177
11,Erik Jones,21,20,12,10,25,15,-1,86,87,39,45.3,5,166,49.7,0,0.0,334,80.5,177
12,Matt DiBenedetto,13,19,13,2,22,14,-17,64,81,33,51.6,0,173,51.8,0,0.0,334,81.0,177
13,Austin Dillon,15,18,14,7,22,17,-14,55,69,16,29.1,6,74,22.2,0,0.0,334,75.2,177
14,Chase Briscoe,26,10,15,5,32,14,16,71,55,49,69.0,0,202,60.5,0,0.0,334,77.7,177
15,Kurt Busch,17,6,16,3,21,13,10,70,60,45,64.3,5,188,56.6,0,0.0,332,81.5,177
16,Michael McDowell,16,16,17,10,27,19,-2,56,58,9,16.1,0,27,8.1,0,0.0,332,65.8,177
17,Aric Almirola,22,21,18,7,30,21,13,36,23,9,25.0,0,11,3.3,0,0.0,331,64.8,177
18,Cole Custer,20,22,19,12,27,22,-2,32,34,11,34.4,1,10,3.0,0,0.0,330,61.4,177
19,Corey LaJoie,29,23,20,17,33,23,5,28,23,0,0.0,0,0,0.0,0,0.0,329,61.2,177
20,Chris Buescher,10,17,21,4,27,15,-6,51,57,30,58.8,0,166,50.8,0,0.0,327,69.7,177
21,B.J. McLeod,35,26,22,4,35,25,-9,16,25,0,0.0,0,4,1.2,0,0.0,324,56.5,177
22,David Starr,38,27,23,18,38,27,0,10,10,0,0.0,0,0,0.0,0,0.0,323,49.3,177
23,Garrett Smithley,36,25,24,24,39,27,0,10,10,0,0.0,0,0,0.0,0,0.0,321,43.0,177
24,"Martin Truex, Jr.",8,7,25,1,17,10,-7,65,72,59,90.8,0,316,98.8,1,0.3,320,78.4,177
25,Josh Bilicki,33,28,26,15,34,29,0,7,7,0,0.0,0,1,0.3,0,0.0,319,42.5,177
26,Timmy Hill,39,29,27,19,39,29,-4,4,8,0,0.0,0,0,0.0,0,0.0,317,44.2,177
27,Ross Chastain,25,30,28,18,34,29,6,19,13,0,0.0,0,0,0.0,0,0.0,311,46.8,177
28,Anthony Alfredo,28,24,29,21,34,25,-7,13,20,0,0.0,0,0,0.0,0,0.0,299,52.7,177
29,Joey Logano,5,15,30,2,21,12,-14,49,63,42,85.7,2,280,94.0,0,0.0,298,86.5,177
30,Quin Houff,30,31,31,19,35,31,-17,2,19,0,0.0,0,0,0.0,0,0.0,59,33.5,177
31,Bubba Wallace,18,32,32,12,33,30,-3,10,13,10,100.0,0,28,73.7,0,0.0,38,47.2,177
32,Alex Bowman,14,33,33,13,33,32,6,13,7,0,0.0,0,1,2.8,0,0.0,36,44.0,177
33,"Ricky Stenhouse, Jr.",27,34,34,17,29,33,2,12,10,0,0.0,0,0,0.0,0,0.0,31,37.2,177
34,Ryan Newman,31,35,35,16,31,34,5,15,10,0,0.0,0,0,0.0,0,0.0,31,37.3,177
35,Ryan Preece,23,36,36,23,33,35,-7,7,14,0,0.0,0,0,0.0,0,0.0,30,29.8,177
36,Justin Haley,32,37,37,23,35,36,9,10,1,0,0.0,0,0,0.0,0,0.0,30,29.0,177
37,Cody Ware,34,38,38,9,35,37,-1,5,6,0,0.0,0,1,3.3,0,0.0,30,26.2,177
38,Joey Gase,37,39,39,37,39,39,0,1,1,0,0.0,0,0,0.0,0,0.0,29,23.3,177
0,Kyle Larson,1,4,1,1,6,2,1,33,32,31,93.9,36,267,100.0,130,48.7,267,141.4,178
1,Chase Elliott,5,3,2,1,27,3,5,62,57,57,91.9,37,266,99.6,42,15.7,267,124.0,178
2,Kevin Harvick,11,7,3,1,32,5,15,79,64,69,87.3,7,263,98.5,0,0.0,267,113.2,178
3,Kurt Busch,13,5,4,1,30,6,10,73,63,59,80.8,16,258,96.6,4,1.5,267,112.0,178
4,Denny Hamlin,6,10,5,3,14,7,5,70,65,63,90.0,4,267,100.0,0,0.0,267,104.8,178
5,William Byron,9,2,6,1,14,3,22,76,54,67,88.2,47,267,100.0,57,21.3,267,124.2,178
6,"Martin Truex, Jr.",7,6,7,4,36,14,-14,93,107,48,51.6,14,175,65.5,0,0.0,267,101.9,178
7,Christopher Bell,10,14,8,5,38,15,-2,93,95,57,61.3,17,183,68.5,0,0.0,267,93.0,178
8,Joey Logano,8,1,9,1,28,8,-6,61,67,51,83.6,4,266,99.6,22,8.2,267,99.3,178
9,Austin Dillon,14,13,10,7,39,15,5,101,96,59,58.4,1,195,73.0,0,0.0,267,81.7,178
10,Alex Bowman,25,8,11,5,29,10,13,78,65,54,69.2,2,253,94.8,0,0.0,267,92.7,178
11,Chris Buescher,21,19,12,12,35,17,0,73,73,18,24.7,1,91,34.1,0,0.0,267,74.7,178
12,Ross Chastain,24,12,13,4,24,12,21,83,62,60,72.3,0,252,94.4,0,0.0,267,84.5,178
13,Bubba Wallace,27,11,14,6,38,15,29,90,61,30,33.3,1,186,69.7,0,0.0,267,80.4,178
14,Daniel Suarez,16,20,15,9,32,21,-8,76,84,25,32.9,0,59,22.1,0,0.0,267,69.7,178
15,Michael McDowell,18,18,16,14,38,22,-1,65,66,3,4.6,1,1,0.4,0,0.0,266,59.1,178
16,Brad Keselowski,3,22,17,1,39,22,-12,61,73,11,18.0,12,36,13.5,2,0.8,266,68.7,178
17,Cole Custer,22,17,18,6,24,16,5,71,66,29,40.8,0,107,40.2,0,0.0,266,73.8,178
18,Chase Briscoe,19,28,19,3,37,22,15,78,63,12,15.4,0,52,19.5,0,0.0,266,66.7,178
19,Parker Kligerman,40,21,20,3,40,20,3,60,57,8,13.3,0,10,3.8,0,0.0,266,62.0,178
20,Ryan Preece,32,32,21,21,39,27,-1,57,58,0,0.0,4,0,0.0,0,0.0,265,53.1,178
21,Tyler Reddick,12,9,22,1,35,13,-4,91,95,47,51.6,8,197,74.3,6,2.3,265,82.1,178
22,Matt DiBenedetto,15,27,23,1,34,21,-12,74,86,5,6.8,2,33,12.5,4,1.5,265,67.1,178
23,"Ricky Stenhouse, Jr.",28,23,24,18,32,25,7,57,50,0,0.0,1,0,0.0,0,0.0,265,52.6,178
24,Corey LaJoie,23,29,25,21,33,28,-10,47,57,0,0.0,0,0,0.0,0,0.0,263,46.0,178
25,Aric Almirola,20,25,26,2,36,24,-17,70,87,7,10.0,1,15,5.7,0,0.0,263,52.1,178
26,Ryan Newman,31,26,27,15,33,24,4,76,72,1,1.3,4,3,1.1,0,0.0,263,55.8,178
27,Kyle Busch,4,30,28,4,39,22,1,79,78,32,40.5,2,103,39.5,0,0.0,261,64.5,178
28,Erik Jones,17,24,29,11,31,23,-9,70,79,8,11.4,1,10,3.8,0,0.0,260,58.2,178
29,B.J. McLeod,26,36,30,26,40,35,-10,14,24,0,0.0,0,0,0.0,0,0.0,259,32.5,178
30,Cody Ware,36,33,31,2,36,32,3,19,16,0,0.0,0,2,0.8,0,0.0,258,38.7,178
31,Joey Gase,39,38,32,6,39,35,-1,24,25,0,0.0,0,1,0.4,0,0.0,256,31.0,178
32,Josh Bilicki,30,37,33,7,38,34,-4,24,28,0,0.0,0,1,0.4,0,0.0,256,35.3,178
33,David Starr,38,34,34,4,39,36,2,31,29,0,0.0,0,1,0.4,0,0.0,255,32.2,178
34,Quin Houff,35,39,35,12,40,36,2,22,20,0,0.0,0,1,0.4,0,0.0,255,32.0,178
35,Ryan Ellis,34,35,36,15,39,37,-6,20,26,0,0.0,0,1,0.4,0,0.0,254,29.8,178
36,Ryan Blaney,2,15,37,2,27,14,-19,58,77,42,72.4,2,175,78.1,0,0.0,224,75.2,178
37,Anthony Alfredo,29,16,38,14,37,28,-1,56,57,4,7.1,0,7,4.1,0,0.0,171,41.2,178
38,Justin Haley,33,31,39,24,39,32,-12,31,43,0,0.0,0,0,0.0,0,0.0,165,36.7,178
39,Chad Finchum,37,40,40,8,40,40,-6,5,11,0,0.0,0,1,2.1,0,0.0,47,24.2,178
0,Alex Bowman,13,2,1,1,17,5,19,40,21,40,100.0,87,500,99.8,9,1.8,501,124.5,179
1,Kyle Busch,7,8,2,2,21,8,10,50,40,40,80.0,2,435,86.8,0,0.0,501,105.1,179
2,Brad Keselowski,6,9,3,2,14,7,8,50,42,49,98.0,8,501,100.0,0,0.0,501,108.5,179
3,"Martin Truex, Jr.",4,4,4,1,13,4,-5,27,32,27,100.0,24,501,100.0,9,1.8,501,117.7,179
4,William Byron,11,3,5,2,14,5,10,42,32,42,100.0,21,501,100.0,0,0.0,501,113.1,179
5,Aric Almirola,23,7,6,3,26,10,25,83,58,69,83.1,14,455,90.8,0,0.0,501,94.5,179
6,Kurt Busch,10,10,7,6,26,13,4,70,66,55,78.6,0,424,84.6,0,0.0,501,87.3,179
7,Erik Jones,28,17,8,8,28,18,-5,67,72,22,32.8,0,104,20.8,0,0.0,501,74.7,179
8,Chris Buescher,15,14,9,8,20,14,-10,57,67,54,94.7,0,360,71.9,0,0.0,501,78.7,179
9,Joey Logano,5,18,10,1,21,10,-23,51,74,38,74.5,1,386,77.0,9,1.8,501,88.6,179
10,Ryan Blaney,8,13,11,5,22,14,-6,54,60,36,66.7,0,316,63.1,0,0.0,501,80.0,179
11,Kevin Harvick,9,15,12,6,21,13,-23,68,91,56,82.4,1,385,76.8,0,0.0,501,80.0,179
12,Austin Dillon,14,21,13,1,25,15,4,71,67,42,59.2,5,252,50.3,5,1.0,501,84.8,179
13,Kyle Larson,1,11,14,1,22,9,16,61,45,37,60.7,34,401,80.0,77,15.4,501,98.2,179
14,Matt DiBenedetto,21,24,15,13,31,24,0,50,50,10,20.0,0,16,3.2,0,0.0,501,61.3,179
15,Chase Elliott,2,1,16,1,22,3,11,34,23,18,52.9,97,465,92.8,289,57.7,501,129.6,179
16,Christopher Bell,12,6,17,3,22,9,5,75,70,56,74.7,4,459,91.6,0,0.0,501,90.3,179
17,Tyler Reddick,18,20,18,2,23,18,-17,76,93,10,13.2,0,32,6.4,0,0.0,501,65.5,179
